Address,Area,Dorms,Baths,Parking Slots,Condominio,IPTU,Price
"Rua Senador Vergueiro, Flamengo","
        39 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 497,R$ 765,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        29 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 350,R$ 326,"
    R$ 399.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        39 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 448,R$ 712,"
    R$ 525.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        24 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 448,NULL,"
    R$ 330.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        32 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 208,R$ 70,"
    R$ 375.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        39 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 448,R$ 712,"
    R$ 535.000
    /venda"
"Flamengo, Rio de Janeiro","
        30 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 400,R$ 206,"
    R$ 390.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        30 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 540,R$ 683,"
    R$ 450.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        38 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.828,R$ 3.630,"
    R$ 1.900.000
    /venda"
"Rua Senador Vergueiro, Rio de Janeiro","
        27 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 340,R$ 130,"
    R$ 255.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        72 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 750,R$ 1.860,"
    R$ 750.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        62 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 700,NULL,"
    R$ 550.000
    /venda"
"Rua das Laranjeiras, Laranjeiras","
        71 - 201 m²
        ","
        2 - 4 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua Pereira da Silva, Laranjeiras","
        73 - 124 m²
        ","
        2 - 3 
        ","
        3 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 960.000
    /venda"
"Avenida Lauro Sodré, Botafogo","
        72 - 339 m²
        ","
        2 - 4 
        ","
        1 - 2 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Senador Vergueiro, Flamengo","
        93 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 800,NULL,"
    R$ 925.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        91 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.135,NULL,"
    R$ 700.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        87 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 704,NULL,"
    R$ 750.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        2 
        ","
        3 
        ",NULL,R$ 810,R$ 224,"
    R$ 700.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 800,R$ 3.000,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        86 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 791,R$ 1.397,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        78 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 850,R$ 130,"
    R$ 600.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 850,R$ 184,"
    R$ 600.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        93 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.112,R$ 218,"
    R$ 850.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        89 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.112,R$ 2.250,"
    R$ 1.050.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        78 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 600,NULL,"
    R$ 750.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        87 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 1.200,"
    R$ 830.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        86 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 880,R$ 184,"
    R$ 600.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 798,R$ 220,"
    R$ 690.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 770,R$ 120,"
    R$ 515.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        86 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 700,R$ 1.845,"
    R$ 600.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.091,R$ 225,"
    R$ 1.050.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 850,R$ 1.640,"
    R$ 835.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        86 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 1.500,"
    R$ 730.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        81 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 2.200,"
    R$ 685.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 800,R$ 160,"
    R$ 680.000
    /venda"
"Rua São Clemente, Botafogo","
        244 m²
        ","
        2 - 4 
        ","
        2 - 4 
        ","
        1 - 3 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Henrique de Novais, Botafogo","
        78 - 113 m²
        ","
        3 
        ","
        3 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Henrique Oswald, Copacabana","
        45 - 91 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 703,R$ 2.000,"
    R$ 800.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 600,R$ 880,"
    R$ 750.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 850,R$ 1.640,"
    R$ 835.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 850,R$ 2.323,"
    R$ 770.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 600,R$ 1.251,"
    R$ 820.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        92 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.050,R$ 273,"
    R$ 1.100.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.091,R$ 225,"
    R$ 1.050.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        92 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.050,R$ 2.278,"
    R$ 1.200.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        81 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 705,NULL,"
    R$ 880.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        89 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 760,R$ 225,"
    R$ 1.050.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 700,R$ 228,"
    R$ 870.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        82 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 780,R$ 1.282,"
    R$ 900.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 740,R$ 1.300,"
    R$ 830.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        79 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 700,R$ 1.400,"
    R$ 790.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 800,R$ 1.600,"
    R$ 690.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 720,R$ 1.300,"
    R$ 525.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 900,R$ 1.525,"
    R$ 840.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        78 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 680,R$ 1.600,"
    R$ 750.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        86 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 1.600,"
    R$ 700.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 850,R$ 2.323,"
    R$ 770.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 700,R$ 1.740,"
    R$ 690.000
    /venda"
"Rua do Bispo, Rio Comprido","
        66 - 80 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Avenida Alexandre Ferreira, Lagoa","
        88 - 182 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",NULL,NULL,"
    R$ 1.387.566
    /venda"
"Rua Marquês de Valença, Tijuca","
        70 - 221 m²
        ","
        2 - 4 
        ","
        2 - 3 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 660,NULL,"
    R$ 840.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 750,NULL,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        84 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 850,R$ 215,"
    R$ 750.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 680,R$ 163,"
    R$ 890.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.000,R$ 1.220,"
    R$ 820.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        86 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 1.845,"
    R$ 600.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 845,R$ 117,"
    R$ 750.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        87 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 640,R$ 1.564,"
    R$ 790.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        81 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 705,R$ 1.764,"
    R$ 880.000
    /venda"
"Flamengo, Rio de Janeiro","
        85 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 680,R$ 163,"
    R$ 890.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 780,R$ 2.092,"
    R$ 800.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.200,R$ 2.102,"
    R$ 839.900
    /venda"
"Flamengo, Rio de Janeiro","
        89 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 800,R$ 1.807,"
    R$ 1.050.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.100,R$ 1.640,"
    R$ 830.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 703,R$ 2.000,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 693,R$ 1.115,"
    R$ 680.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        89 m²
        ","
        3 
        ","
        4 
        ",NULL,R$ 760,R$ 2.255,"
    R$ 1.050.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        81 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 770,R$ 210,"
    R$ 850.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        78 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 664,R$ 1.112,"
    R$ 830.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        86 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 1.845,"
    R$ 640.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        2 
        ","
        3 
        ",NULL,R$ 649,R$ 210,"
    R$ 650.000
    /venda"
"Rua Farme de Amoedo, Ipanema","
        45 - 107 m²
        ","
        1 
        ","
        1 
        ","
        0 - 1 
        ",NULL,NULL,"
    R$ 1.340.000
    /venda"
"Rua Prudente de Morais, Ipanema","
        89 - 185 m²
        ","
        2 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 2.542.000
    /venda"
"Rua Visconde de Itamarati, Tijuca","
        76 m²
        ","
        2 - 3 
        ","
        2 - 3 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Senador Vergueiro, Flamengo","
        93 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 830,R$ 4.510,"
    R$ 850.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        86 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.235,R$ 1.344,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        78 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 807,R$ 1.740,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        89 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.040,R$ 2.255,"
    R$ 1.050.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.200,R$ 2.636,"
    R$ 1.300.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        93 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 750,R$ 150,"
    R$ 700.000
    /venda"
"Flamengo, Rio de Janeiro","
        89 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 800,R$ 1.807,"
    R$ 1.050.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        76 m²
        ","
        2 
        ","
        3 
        ",NULL,R$ 800,R$ 1.235,"
    R$ 950.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        93 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 1.120,R$ 79,"
    R$ 950.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        84 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 630,R$ 1.614,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 680,R$ 1.200,"
    R$ 1.150.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        3 
        ",NULL,NULL,R$ 1.975,"
    R$ 750.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 1.200,R$ 210,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        81 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 800,R$ 2.200,"
    R$ 720.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 640,R$ 103,"
    R$ 870.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.050,R$ 223,"
    R$ 1.200.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        81 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 720,R$ 103,"
    R$ 780.000
    /venda"
"Flamengo, Rio de Janeiro","
        84 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 700,R$ 220,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        83 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 750,NULL,"
    R$ 845.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        91 m²
        ","
        3 
        ","
        2 
        ",NULL,NULL,R$ 1.579,"
    R$ 840.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        91 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.136,R$ 2.032,"
    R$ 700.000
    /venda"
"Rua Antônio Salema, Vila Isabel","
        68 - 246 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    R$ 397.000
    /venda"
"Rua Araújo Lima, Vila Isabel","
        73 - 189 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",NULL,NULL,"
    R$ 430.000
    /venda"
"Rua Carvalho Alvim, Tijuca","
        62 - 108 m²
        ","
        1 - 3 
        ","
        2 - 3 
        ","
        1 
        ",NULL,NULL,"
    Sob consulta
  "
"Flamengo, Rio de Janeiro","
        86 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 680,R$ 140,"
    R$ 600.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 450,R$ 1.525,"
    R$ 850.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.250,R$ 2.000,"
    R$ 840.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        84 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 700,R$ 220,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 1.350,R$ 2.184,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.400,R$ 1.525,"
    R$ 850.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.100,R$ 2.184,"
    R$ 840.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 630,R$ 1.614,"
    R$ 790.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.230,R$ 2.636,"
    R$ 1.150.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        93 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 639,R$ 1.564,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 580,R$ 810,"
    R$ 870.000
    /venda"
"Flamengo, Rio de Janeiro","
        84 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 700,R$ 1.124,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 845,R$ 122,"
    R$ 790.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 700,R$ 1.200,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        91 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 950,NULL,"
    R$ 750.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        93 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 890,R$ 1.120,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 802,R$ 1.600,"
    R$ 680.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        3 
        ","
        2 
        ",R$ 1.000,R$ 2.176,"
    R$ 1.200.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 750,R$ 207,"
    R$ 750.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.207,R$ 2.636,"
    R$ 1.300.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 740,R$ 162,"
    R$ 850.000
    /venda"
"Rua Marquês de São Vicente, Gávea","
        88 - 132 m²
        ","
        2 - 3 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 1.769.000
    /venda"
"Rua Amoroso Costa, Tijuca","
        62 - 148 m²
        ","
        2 - 4 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Oito de Dezembro, Tijuca","
        74 - 99 m²
        ","
        2 - 3 
        ","
        1 
        ",NULL,NULL,NULL,"
    R$ 388.500
    /venda"
"Rua Senador Vergueiro, Flamengo","
        86 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.235,R$ 1.845,"
    R$ 790.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        89 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 760,R$ 2.250,"
    R$ 1.050.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 1.165,NULL,"
    R$ 915.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 704,R$ 1.748,"
    R$ 740.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.399,R$ 1.525,"
    R$ 1.050.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        83 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 700,R$ 1.200,"
    R$ 1.100.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.000,R$ 1.645,"
    R$ 950.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        87 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 890,R$ 1.744,"
    R$ 800.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        92 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 1.060,R$ 2.038,"
    R$ 1.199.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        92 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 605,R$ 1.200,"
    R$ 980.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.200,R$ 2.014,"
    R$ 890.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        81 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 714,R$ 1.316,"
    R$ 880.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.500,R$ 2.142,"
    R$ 1.150.000
    /venda"
"Flamengo, Rio de Janeiro","
        80 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 921,R$ 1.783,"
    R$ 1.350.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        91 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.135,R$ 2.032,"
    R$ 800.000
    /venda"
"Flamengo, Rio de Janeiro","
        80 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 700,R$ 1.200,"
    R$ 1.166.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        78 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 680,R$ 1.400,"
    R$ 1.049.000
    /venda"
"Flamengo, Rio de Janeiro","
        95 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 1.200,R$ 218,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 700,R$ 2.200,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 960,NULL,"
    R$ 820.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 660,R$ 1.715,"
    R$ 830.000
    /venda"
"Rua Pontes Correia, Andaraí","
        61 - 140 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    R$ 430.000
    /venda"
"Rua Heber de Boscoli, Vila Isabel","
        80 - 198 m²
        ","
        2 - 3 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 351.000
    /venda"
"Rua Comendador Queiroz, Icaraí","
        92 - 214 m²
        ","
        3 - 4 
        ","
        2 - 3 
        ","
        1 - 3 
        ",NULL,NULL,"
    Sob consulta
  "
"Flamengo, Rio de Janeiro","
        80 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 700,R$ 1.200,"
    R$ 1.166.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.200,R$ 2.102,"
    R$ 860.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        79 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 661,R$ 2.052,"
    R$ 750.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        76 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 700,R$ 913,"
    R$ 940.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        94 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 1.035,R$ 104,"
    R$ 980.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        90 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.165,R$ 1.809,"
    R$ 899.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        80 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.050,R$ 1.981,"
    R$ 1.350.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        79 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 883,R$ 173,"
    R$ 770.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        95 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.320,R$ 2.102,"
    R$ 1.200.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        85 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 719,R$ 120,"
    R$ 1.100.000
    /venda"
