Address,Area,Dorms,Baths,Parking Slots,Condominio,IPTU,Price
"Avenida Oswaldo Cruz, Flamengo","
        105 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",NULL,NULL,"
    R$ 1.250.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        105 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 998,R$ 1.733,"
    R$ 1.200.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        107 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 734,R$ 3.213,"
    R$ 980.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.200,R$ 1.790,"
    R$ 1.397.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.836,R$ 365,"
    R$ 1.500.000
    /venda"
"Rua São Clemente, Botafogo","
        244 m²
        ","
        2 - 4 
        ","
        2 - 4 
        ","
        1 - 3 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Pinheiro Guimarães, Botafogo","
        122 - 253 m²
        ","
        4 
        ","
        4 
        ","
        2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Pinheiro Guimarães, Botafogo","
        104 - 130 m²
        ","
        3 - 4 
        ","
        1 - 2 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 734,R$ 3.200,"
    R$ 940.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        120 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.372,R$ 2.877,"
    R$ 1.100.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        108 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.500,R$ 1.605,"
    R$ 1.100.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        129 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.477,R$ 2.957,"
    R$ 1.600.000
    /venda"
"Flamengo, Rio de Janeiro","
        114 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.200,R$ 2.054,"
    R$ 1.300.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        108 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.500,R$ 1.605,"
    R$ 1.100.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        120 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.320,R$ 2.542,"
    R$ 1.100.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.450,R$ 3.100,"
    R$ 1.860.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 800,R$ 1.700,"
    R$ 890.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.420,R$ 3.000,"
    R$ 1.850.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        120 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.200,R$ 2.000,"
    R$ 1.300.000
    /venda"
"Flamengo, Rio de Janeiro","
        120 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.500,R$ 287,"
    R$ 1.099.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        128 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.829,R$ 334,"
    R$ 2.225.000
    /venda"
"Botafogo, Rio de Janeiro","
        120 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.320,R$ 2.446,"
    R$ 1.200.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        120 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.358,NULL,"
    R$ 1.250.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        120 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.477,R$ 234,"
    R$ 1.590.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        108 m²
        ","
        2 
        ","
        4 
        ","
        1 
        ",R$ 1.200,R$ 2.462,"
    R$ 1.500.000
    /venda"
"Flamengo, Rio de Janeiro","
        120 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.000,NULL,"
    R$ 1.890.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        108 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.400,R$ 3.080,"
    R$ 1.280.000
    /venda"
"Flamengo, Rio de Janeiro","
        110 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 750,R$ 170,"
    R$ 880.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.450,R$ 3.900,"
    R$ 1.830.000
    /venda"
"Rua Carvalho Azevedo, Lagoa","
        109 - 179 m²
        ","
        3 - 4 
        ","
        2 - 3 
        ","
        2 
        ",NULL,NULL,"
    R$ 1.943.000
    /venda"
"Avenida Alexandre Ferreira, Lagoa","
        88 - 182 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",NULL,NULL,"
    R$ 1.387.566
    /venda"
"Rua Marquês de Valença, Tijuca","
        70 - 221 m²
        ","
        2 - 4 
        ","
        2 - 3 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Flamengo, Rio de Janeiro","
        120 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.000,NULL,"
    R$ 1.890.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        128 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.829,R$ 3.650,"
    R$ 1.490.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        108 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 860,R$ 3.179,"
    R$ 1.250.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        120 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.300,NULL,"
    R$ 1.150.000
    /venda"
"Flamengo, Rio de Janeiro","
        125 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.400,R$ 355,"
    R$ 1.880.000
    /venda"
"Flamengo, Rio de Janeiro","
        115 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.190,R$ 228,"
    R$ 1.300.000
    /venda"
"Botafogo, Rio de Janeiro","
        120 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.320,R$ 2.446,"
    R$ 1.200.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 734,R$ 3.840,"
    R$ 980.000
    /venda"
"Rua das Laranjeiras, Laranjeiras","
        71 - 201 m²
        ","
        2 - 4 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua Urbano Santos, Urca","
        163 - 165 m²
        ","
        3 
        ","
        3 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 1.855.000
    /venda"
"Avenida Lauro Sodré, Botafogo","
        72 - 339 m²
        ","
        2 - 4 
        ","
        1 - 2 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Avenida Oswaldo Cruz, Flamengo","
        165 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.200,R$ 3.619,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        138 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.225,R$ 353,"
    R$ 1.200.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        164 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.500,R$ 455,"
    R$ 2.300.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        202 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.300,R$ 4.591,"
    R$ 1.750.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        168 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.047,R$ 268,"
    R$ 1.990.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        165 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.134,R$ 403,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        174 m²
        ","
        4 
        ","
        6 
        ","
        1 
        ",R$ 1.700,R$ 3.982,"
    R$ 1.950.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        200 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.500,R$ 4.666,"
    R$ 2.200.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        164 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.600,R$ 2.870,"
    R$ 2.200.000
    /venda"
"Flamengo, Rio de Janeiro","
        140 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.450,R$ 350,"
    R$ 1.850.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        135 m²
        ","
        3 
        ","
        4 
        ",NULL,R$ 1.558,R$ 3.076,"
    R$ 1.300.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        165 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.200,R$ 484,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        137 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.339,R$ 3.878,"
    R$ 1.650.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        137 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.389,R$ 388,"
    R$ 1.190.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        160 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.200,R$ 4.500,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        170 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.650,R$ 4.736,"
    R$ 2.300.000
    /venda"
"Flamengo, Rio de Janeiro","
        132 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.300,NULL,"
    R$ 1.800.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        174 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.220,R$ 304,"
    R$ 1.950.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        170 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.600,R$ 470,"
    R$ 2.300.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        202 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 1.000,R$ 5.514,"
    R$ 1.890.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        205 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.200,R$ 583,"
    R$ 1.800.000
    /venda"
"Rua Dona Mariana, Botafogo","
        109 - 209 m²
        ","
        3 - 4 
        ","
        2 - 4 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua São Clemente, Botafogo","
        244 m²
        ","
        2 - 4 
        ","
        2 - 4 
        ","
        1 - 3 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Carvalho Azevedo, Lagoa","
        109 - 179 m²
        ","
        3 - 4 
        ","
        2 - 3 
        ","
        2 
        ",NULL,NULL,"
    R$ 1.943.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        165 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.200,R$ 4.034,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        135 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.400,R$ 355,"
    R$ 1.830.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        202 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.232,R$ 5.083,"
    R$ 1.980.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        140 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.350,R$ 310,"
    R$ 1.850.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        165 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.200,R$ 450,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        180 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.807,R$ 4.461,"
    R$ 1.990.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        165 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.200,R$ 484,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        202 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.123,R$ 551,"
    R$ 1.980.000
    /venda"
"Flamengo, Rio de Janeiro","
        140 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.380,R$ 320,"
    R$ 1.494.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        164 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.500,R$ 3.502,"
    R$ 1.800.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        202 m²
        ","
        4 
        ","
        7 
        ","
        1 
        ",R$ 2.322,R$ 5.514,"
    R$ 2.400.000
    /venda"
"Flamengo, Rio de Janeiro","
        138 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.500,R$ 3.388,"
    R$ 1.900.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        202 m²
        ","
        4 
        ","
        1 
        ","
        1 
        ",R$ 2.200,NULL,"
    R$ 1.900.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        168 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 2.027,R$ 2.680,"
    R$ 1.990.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        200 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.000,R$ 5.564,"
    R$ 1.900.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        140 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.380,R$ 2.500,"
    R$ 1.120.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        165 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.100,R$ 300,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        168 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.027,R$ 3.460,"
    R$ 1.990.000
    /venda"
"Flamengo, Rio de Janeiro","
        168 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 2.027,R$ 500,"
    R$ 1.990.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        184 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.400,R$ 3.780,"
    R$ 1.850.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        142 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.200,R$ 300,"
    R$ 1.570.000
    /venda"
"Rua Ildefonso Simões Lópes, Lagoa","
        185 - 291 m²
        ","
        3 
        ","
        3 
        ","
        2 
        ",NULL,NULL,"
    R$ 2.715.900
    /venda"
"Avenida Borges de Medeiros, Lagoa","
        200 - 316 m²
        ","
        3 - 4 
        ","
        3 - 4 
        ","
        2 - 4 
        ",NULL,NULL,"
    R$ 4.880.000
    /venda"
"Avenida Alexandre Ferreira, Lagoa","
        88 - 182 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",NULL,NULL,"
    R$ 1.387.566
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        140 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.500,R$ 3.000,"
    R$ 1.550.000
    /venda"
"Botafogo, Rio de Janeiro","
        145 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.350,NULL,"
    R$ 1.599.900
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        165 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.140,NULL,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        200 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.000,R$ 3.990,"
    R$ 2.150.000
    /venda"
"Flamengo, Rio de Janeiro","
        202 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 2.232,R$ 2.943,"
    R$ 1.890.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        200 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.300,R$ 5.000,"
    R$ 1.980.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        180 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.807,R$ 492,"
    R$ 1.990.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        164 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.500,R$ 455,"
    R$ 2.450.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        202 m²
        ","
        4 
        ","
        1 
        ","
        1 
        ",R$ 2.200,R$ 558,"
    R$ 1.800.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        200 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.130,R$ 3.778,"
    R$ 2.100.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        170 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.500,R$ 2.500,"
    R$ 2.200.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        202 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.700,R$ 2.300,"
    R$ 1.899.999
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        164 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.600,R$ 4.736,"
    R$ 2.299.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        200 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.360,R$ 5.564,"
    R$ 2.100.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        147 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.500,R$ 3.329,"
    R$ 1.498.000
    /venda"
"Flamengo, Rio de Janeiro","
        202 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 1.700,R$ 572,"
    R$ 1.890.000
    /venda"
"Flamengo, Rio de Janeiro","
        165 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.200,NULL,"
    R$ 1.580.000
    /venda"
"Flamengo, Rio de Janeiro","
        180 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.807,R$ 492,"
    R$ 1.990.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        140 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 2.571,R$ 4.466,"
    R$ 1.550.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        202 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.746,R$ 383,"
    R$ 2.300.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        164 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.300,NULL,"
    R$ 1.800.000
    /venda"
"Avenida Borges de Medeiros, Lagoa","
        164 m²
        ","
        3 - 5 
        ","
        4 - 7 
        ","
        2 - 3 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Lópes Quintas, Jardim Botânico","
        137 - 269 m²
        ","
        3 - 4 
        ","
        3 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 2.390.000
    /venda"
"Rua Marquês de Valença, Tijuca","
        70 - 221 m²
        ","
        2 - 4 
        ","
        2 - 3 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Botafogo, Rio de Janeiro","
        145 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.350,NULL,"
    R$ 1.599.900
    /venda"
"Flamengo, Rio de Janeiro","
        160 m²
        ","
        2 
        ","
        4 
        ","
        1 
        ",R$ 1.830,R$ 330,"
    R$ 1.540.000
    /venda"
"Botafogo, Rio de Janeiro","
        168 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 2.000,R$ 3.800,"
    R$ 2.150.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        168 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.746,R$ 492,"
    R$ 2.150.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        160 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.400,R$ 4.054,"
    R$ 1.600.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        160 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.389,R$ 3.623,"
    R$ 1.600.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        165 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.200,R$ 4.034,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        138 m²
        ","
        4 
        ","
        1 
        ",NULL,R$ 500,NULL,"
    R$ 1.100.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        165 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",NULL,NULL,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        182 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.870,R$ 5.303,"
    R$ 1.800.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        170 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.050,R$ 19.900,"
    R$ 1.990.000
    /venda"
"Flamengo, Rio de Janeiro","
        133 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.829,R$ 365,"
    R$ 1.490.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        168 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.746,R$ 3.378,"
    R$ 2.150.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        202 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.234,R$ 5.500,"
    R$ 1.800.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        202 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.305,R$ 551,"
    R$ 2.000.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        142 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.180,R$ 6.204,"
    R$ 1.749.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        180 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.800,R$ 4.600,"
    R$ 1.990.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        140 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.800,R$ 3.200,"
    R$ 1.600.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        147 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.600,R$ 3.003,"
    R$ 2.000.000
    /venda"
"Flamengo, Rio de Janeiro","
        147 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.726,R$ 390,"
    R$ 1.500.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        140 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.300,NULL,"
    R$ 1.160.000
    /venda"
"Rua Prudente de Morais, Ipanema","
        89 - 185 m²
        ","
        2 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 2.542.000
    /venda"
"Rua Prudente de Morais, Ipanema","
        125 - 195 m²
        ","
        3 - 4 
        ","
        1 - 2 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 2.220.000
    /venda"
"Praça Santos Dumont, Gávea","
        177 m²
        ","
        3 
        ","
        4 
        ",NULL,NULL,NULL,"
    R$ 2.420.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        137 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.300,R$ 4.200,"
    R$ 1.190.000
    /venda"
"Flamengo, Rio de Janeiro","
        138 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.600,R$ 4.030,"
    R$ 1.700.000
    /venda"
"Flamengo, Rio de Janeiro","
        174 m²
        ","
        4 
        ","
        1 
        ","
        1 
        ",R$ 1.620,R$ 2.300,"
    R$ 1.950.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        165 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.200,R$ 4.034,"
    R$ 1.580.000
    /venda"
"Botafogo, Rio de Janeiro","
        150 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.267,R$ 3.000,"
    R$ 1.990.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        160 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.890,R$ 3.000,"
    R$ 1.600.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        147 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.726,R$ 390,"
    R$ 1.500.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        160 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.880,R$ 3.300,"
    R$ 1.535.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        140 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.500,R$ 4.250,"
    R$ 1.540.000
    /venda"
"Flamengo, Rio de Janeiro","
        165 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.200,R$ 4.500,"
    R$ 1.580.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        140 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.300,R$ 4.463,"
    R$ 1.700.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        160 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.860,R$ 4.054,"
    R$ 1.535.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        145 m²
        ","
        2 
        ","
        2 
        ","
        2 
        ",R$ 1.400,R$ 4.122,"
    R$ 2.100.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        204 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.008,NULL,"
    R$ 1.980.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        168 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 619,R$ 4.416,"
    R$ 1.700.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        200 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 2.216,R$ 5.677,"
    R$ 1.800.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        140 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.300,R$ 3.600,"
    R$ 1.850.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        180 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.000,R$ 4.100,"
    R$ 1.990.000
    /venda"
