Address,Area,Dorms,Baths,Parking Slots,Condominio,IPTU,Price
"Rua do Bispo, Rio Comprido","
        66 - 80 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Visconde de Inhaúma, Centro","
        32 - 42 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Avenida Borges de Medeiros, Lagoa","
        164 m²
        ","
        3 - 5 
        ","
        4 - 7 
        ","
        2 - 3 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua das Laranjeiras, Laranjeiras","
        71 - 201 m²
        ","
        2 - 4 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Avenida Lauro Sodré, Botafogo","
        72 - 339 m²
        ","
        2 - 4 
        ","
        1 - 2 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Dona Mariana, Botafogo","
        109 - 209 m²
        ","
        3 - 4 
        ","
        2 - 4 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Flamengo, Rio de Janeiro","
        248 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 2.407,R$ 888,"
    R$ 2.900.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        290 m²
        ","
        4 
        ","
        1 
        ","
        1 
        ",R$ 1.800,NULL,"
    R$ 3.200.000
    /venda"
"Flamengo, Rio de Janeiro","
        213 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 2.078,R$ 696,"
    R$ 2.250.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.000,R$ 7.850,"
    R$ 1.900.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        250 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.823,R$ 8.500,"
    R$ 2.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.000,R$ 7.850,"
    R$ 1.780.000
    /venda"
"Flamengo, Rio de Janeiro","
        215 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.270,R$ 750,"
    R$ 2.900.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        235 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.100,R$ 7.691,"
    R$ 2.990.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.600,R$ 7.010,"
    R$ 1.600.000
    /venda"
"Flamengo, Rio de Janeiro","
        235 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.100,R$ 7.691,"
    R$ 2.990.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        213 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.050,R$ 696,"
    R$ 2.250.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        260 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 2.100,R$ 8.440,"
    R$ 2.800.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        235 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 2.100,R$ 812,"
    R$ 2.990.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        245 m²
        ","
        3 
        ","
        4 
        ",NULL,R$ 2.000,R$ 1.800,"
    R$ 2.400.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        300 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.000,NULL,"
    R$ 2.750.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        230 m²
        ","
        4 
        ","
        2 
        ",NULL,R$ 1.500,R$ 850,"
    R$ 2.799.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        213 m²
        ","
        4 
        ","
        4 
        ",NULL,R$ 1.300,R$ 6.971,"
    R$ 1.680.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        230 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.300,R$ 7.600,"
    R$ 2.600.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        264 m²
        ","
        3 
        ","
        4 
        ","
        2 
        ",R$ 2.214,R$ 9.965,"
    R$ 2.400.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        210 m²
        ","
        4 
        ","
        3 
        ",NULL,R$ 1.690,R$ 740,"
    R$ 1.680.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        241 m²
        ","
        4 
        ","
        6 
        ","
        1 
        ",R$ 2.000,R$ 5.651,"
    R$ 2.380.000
    /venda"
"Rua São Clemente, Botafogo","
        244 m²
        ","
        2 - 4 
        ","
        2 - 4 
        ","
        1 - 3 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Ildefonso Simões Lópes, Lagoa","
        185 - 291 m²
        ","
        3 
        ","
        3 
        ","
        2 
        ",NULL,NULL,"
    R$ 2.715.900
    /venda"
"Avenida Borges de Medeiros, Lagoa","
        200 - 316 m²
        ","
        3 - 4 
        ","
        3 - 4 
        ","
        2 - 4 
        ",NULL,NULL,"
    R$ 4.880.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        286 m²
        ","
        4 
        ","
        5 
        ","
        1 
        ",R$ 2.200,R$ 1.017,"
    R$ 2.900.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 2.000,R$ 8.610,"
    R$ 1.600.000
    /venda"
"Flamengo, Rio de Janeiro","
        248 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 2.407,R$ 888,"
    R$ 2.900.000
    /venda"
"Flamengo, Rio de Janeiro","
        235 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 2.100,R$ 812,"
    R$ 2.990.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        230 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.300,R$ 700,"
    R$ 2.650.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        230 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.530,R$ 8.270,"
    R$ 2.800.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.223,R$ 8.286,"
    R$ 1.800.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        280 m²
        ","
        3 
        ","
        1 
        ","
        2 
        ",R$ 2.104,R$ 1.032,"
    R$ 5.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        235 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.100,R$ 8.440,"
    R$ 2.990.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        220 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 2.060,R$ 300,"
    R$ 2.450.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        230 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 1.787,R$ 6.726,"
    R$ 2.600.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        191 m²
        ","
        4 
        ","
        5 
        ","
        1 
        ",R$ 1.846,R$ 6.932,"
    R$ 2.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        210 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.254,R$ 752,"
    R$ 2.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        210 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.200,R$ 752,"
    R$ 2.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.216,R$ 829,"
    R$ 1.800.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        191 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.846,R$ 6.932,"
    R$ 2.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        227 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.600,R$ 4.800,"
    R$ 1.800.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        245 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 2.000,R$ 8.000,"
    R$ 2.527.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.223,R$ 8.286,"
    R$ 1.800.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        280 m²
        ","
        3 
        ","
        3 
        ","
        2 
        ",R$ 1.885,NULL,"
    R$ 4.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        210 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.200,R$ 750,"
    R$ 2.200.000
    /venda"
"Rua Prudente de Morais, Ipanema","
        125 - 195 m²
        ","
        3 - 4 
        ","
        1 - 2 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 2.220.000
    /venda"
"Rua Marquês de Valença, Tijuca","
        70 - 221 m²
        ","
        2 - 4 
        ","
        2 - 3 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Humberto de Campos, Leblon","
        174 - 381 m²
        ","
        3 - 4 
        ","
        1 
        ","
        2 - 4 
        ",NULL,NULL,"
    R$ 3.474.750
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 2.000,R$ 8.610,"
    R$ 1.600.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        250 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.082,R$ 8.610,"
    R$ 2.750.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        213 m²
        ","
        4 
        ","
        3 
        ",NULL,R$ 1.693,R$ 7.402,"
    R$ 1.680.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        203 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 2.250,R$ 752,"
    R$ 2.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.400,R$ 9.500,"
    R$ 1.800.000
    /venda"
"Flamengo, Rio de Janeiro","
        286 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.750,R$ 9.791,"
    R$ 2.900.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        250 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.730,R$ 8.613,"
    R$ 2.200.000
    /venda"
"Flamengo, Rio de Janeiro","
        240 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 2.080,R$ 8.000,"
    R$ 1.600.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        4 
        ",NULL,R$ 2.000,R$ 9,"
    R$ 2.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        235 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 2.100,R$ 8.122,"
    R$ 2.990.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        286 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.200,R$ 1.017,"
    R$ 2.900.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        280 m²
        ","
        3 
        ","
        3 
        ","
        2 
        ",R$ 2.189,NULL,"
    R$ 4.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        290 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 1.800,R$ 1.014,"
    R$ 3.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        264 m²
        ","
        3 
        ","
        4 
        ","
        2 
        ",R$ 1.950,R$ 977,"
    R$ 2.400.000
    /venda"
"Flamengo, Rio de Janeiro","
        208 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.000,R$ 752,"
    R$ 2.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        264 m²
        ","
        3 
        ","
        3 
        ","
        2 
        ",R$ 1.950,R$ 977,"
    R$ 2.500.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        264 m²
        ","
        3 
        ","
        4 
        ","
        2 
        ",R$ 1.950,R$ 977,"
    R$ 2.400.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        208 m²
        ","
        4 
        ","
        5 
        ","
        1 
        ",R$ 2.270,R$ 752,"
    R$ 2.900.000
    /venda"
"Flamengo, Rio de Janeiro","
        220 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.887,R$ 752,"
    R$ 2.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        213 m²
        ","
        4 
        ","
        3 
        ",NULL,R$ 1.800,R$ 770,"
    R$ 1.680.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        286 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.450,R$ 831,"
    R$ 3.150.000
    /venda"
"Rua Humberto de Campos, Leblon","
        174 - 276 m²
        ","
        3 - 4 
        ","
        4 - 5 
        ","
        2 - 4 
        ",NULL,NULL,"
    R$ 3.300.000
    /venda"
"Rua João Líra, Leblon","
        129 - 256 m²
        ","
        3 - 5 
        ","
        4 - 6 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 3.247.000
    /venda"
"Rua Antônio Salema, Vila Isabel","
        68 - 246 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    R$ 397.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        286 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.450,R$ 831,"
    R$ 3.150.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        235 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 2.000,R$ 8.440,"
    R$ 2.990.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        215 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.999,R$ 6.960,"
    R$ 2.250.000
    /venda"
"Flamengo, Rio de Janeiro","
        290 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 1.800,R$ 1.014,"
    R$ 3.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        268 m²
        ","
        4 
        ","
        4 
        ","
        2 
        ",R$ 1.600,R$ 9.744,"
    R$ 2.730.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        250 m²
        ","
        3 
        ","
        4 
        ",NULL,R$ 1.502,R$ 688,"
    R$ 2.000.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        268 m²
        ","
        4 
        ","
        5 
        ","
        1 
        ",R$ 800,R$ 6.223,"
    R$ 3.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        210 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.100,R$ 6.995,"
    R$ 2.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        220 m²
        ","
        3 
        ","
        3 
        ","
        2 
        ",R$ 2.000,R$ 6.000,"
    R$ 2.300.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        191 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.200,R$ 584,"
    R$ 2.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        208 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 2.253,R$ 752,"
    R$ 2.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        250 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.780,R$ 8.500,"
    R$ 2.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        208 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 2.130,R$ 707,"
    R$ 2.250.000
    /venda"
"Flamengo, Rio de Janeiro","
        270 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.300,R$ 570,"
    R$ 2.600.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        290 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.308,R$ 9.922,"
    R$ 3.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        220 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 2.213,R$ 792,"
    R$ 2.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        245 m²
        ","
        4 
        ","
        4 
        ",NULL,R$ 1.998,NULL,"
    R$ 2.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        213 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.000,NULL,"
    R$ 2.250.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        285 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.700,R$ 979,"
    R$ 2.990.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        282 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 3.293,R$ 10.038,"
    R$ 2.650.000
    /venda"
"Flamengo, Rio de Janeiro","
        286 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.450,R$ 831,"
    R$ 3.150.000
    /venda"
"Rua Comendador Queiroz, Icaraí","
        92 - 214 m²
        ","
        3 - 4 
        ","
        2 - 3 
        ","
        1 - 3 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Álvares de Azevedo, Icaraí","
        71 - 274 m²
        ","
        2 
        ","
        1 - 3 
        ","
        2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Doutor Armando Lopes, Charitas","
        98 - 342 m²
        ","
        3 - 4 
        ","
        2 - 3 
        ","
        1 - 4 
        ",NULL,NULL,"
    Sob consulta
  "
"Flamengo, Rio de Janeiro","
        286 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.450,R$ 831,"
    R$ 3.150.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 3.087,R$ 7.850,"
    R$ 2.350.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        245 m²
        ","
        4 
        ","
        3 
        ",NULL,R$ 1.990,NULL,"
    R$ 2.300.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        280 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.200,R$ 8.000,"
    R$ 2.490.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.800,R$ 700,"
    R$ 1.599.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.600,R$ 610,"
    R$ 2.800.000
    /venda"
"Flamengo, Rio de Janeiro","
        213 m²
        ","
        4 
        ","
        3 
        ",NULL,R$ 1.700,R$ 6.971,"
    R$ 1.680.000
    /venda"
"Flamengo, Rio de Janeiro","
        268 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.000,R$ 7.913,"
    R$ 3.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        290 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 1.808,NULL,"
    R$ 5.000.000
    /venda"
"Flamengo, Rio de Janeiro","
        286 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.700,R$ 6.592,"
    R$ 3.250.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        210 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.580,R$ 7.520,"
    R$ 2.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.318,R$ 6.545,"
    R$ 2.600.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        245 m²
        ","
        3 
        ","
        4 
        ",NULL,R$ 2.000,R$ 800,"
    R$ 2.400.000
    /venda"
"Flamengo, Rio de Janeiro","
        241 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.900,R$ 8.319,"
    R$ 2.400.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        191 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.537,R$ 6.932,"
    R$ 2.150.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        282 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 2.472,R$ 1.004,"
    R$ 2.650.000
    /venda"
"Flamengo, Rio de Janeiro","
        270 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 1.200,R$ 676,"
    R$ 3.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        268 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.950,R$ 9.553,"
    R$ 2.700.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        225 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.200,NULL,"
    R$ 2.750.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        213 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.052,R$ 670,"
    R$ 2.245.900
    /venda"
"Avenida Rui Barbosa, Flamengo","
        300 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 2.000,R$ 9.000,"
    R$ 4.100.000
    /venda"
"Rua Nossa Senhora Auxiliadora, Santa Rosa","
        97 - 192 m²
        ","
        2 - 3 
        ","
        2 - 3 
        ","
        2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Doutor Sardinha, Santa Rosa","
        67 - 208 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 504.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        213 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.052,R$ 670,"
    R$ 2.245.900
    /venda"
"Avenida Rui Barbosa, Flamengo","
        300 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 2.000,R$ 9.000,"
    R$ 4.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        229 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 1.590,R$ 7.900,"
    R$ 2.300.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 3.200,R$ 8.300,"
    R$ 2.350.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        191 m²
        ","
        4 
        ","
        1 
        ","
        1 
        ",NULL,R$ 6.625,"
    R$ 2.200.000
    /venda"
"Flamengo, Rio de Janeiro","
        264 m²
        ","
        3 
        ","
        5 
        ","
        2 
        ",R$ 1.950,R$ 977,"
    R$ 2.400.000
    /venda"
"Flamengo, Rio de Janeiro","
        230 m²
        ","
        4 
        ","
        4 
        ",NULL,R$ 1.500,R$ 170,"
    R$ 1.500.000
    /venda"
"Flamengo, Rio de Janeiro","
        191 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.850,R$ 6.932,"
    R$ 2.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        229 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 2.500,R$ 900,"
    R$ 2.650.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        285 m²
        ","
        4 
        ","
        3 
        ","
        2 
        ",R$ 1.980,NULL,"
    R$ 2.650.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        286 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 1.700,R$ 6.592,"
    R$ 2.750.000
    /venda"
"Flamengo, Rio de Janeiro","
        272 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 2.000,R$ 595,"
    R$ 3.100.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        208 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",NULL,NULL,"
    R$ 2.900.000
    /venda"
"Flamengo, Rio de Janeiro","
        300 m²
        ","
        4 
        ","
        3 
        ","
        2 
        ",NULL,NULL,"
    R$ 3.600.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        230 m²
        ","
        4 
        ","
        1 
        ","
        1 
        ",R$ 2.074,R$ 670,"
    R$ 2.250.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        213 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 2.078,R$ 696,"
    R$ 2.250.000
    /venda"
"Flamengo, Rio de Janeiro","
        240 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.600,R$ 780,"
    R$ 2.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        230 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.700,NULL,"
    R$ 2.650.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        286 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.300,R$ 6.186,"
    R$ 2.750.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        264 m²
        ","
        3 
        ","
        2 
        ","
        2 
        ",R$ 2.214,R$ 977,"
    R$ 2.400.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        286 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 2.700,R$ 9.396,"
    R$ 2.990.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        268 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.200,R$ 6.873,"
    R$ 3.350.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        268 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.200,R$ 6.873,"
    R$ 3.350.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        253 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.230,R$ 7.379,"
    R$ 2.950.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        210 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.985,R$ 610,"
    R$ 2.199.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        260 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.746,R$ 5.500,"
    R$ 1.900.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        250 m²
        ","
        4 
        ","
        6 
        ","
        1 
        ",R$ 1.900,R$ 8.000,"
    R$ 2.979.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.600,R$ 8.007,"
    R$ 2.600.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        290 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 1.808,R$ 9.922,"
    R$ 3.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        268 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 1.300,R$ 7.745,"
    R$ 2.500.000
    /venda"
"Flamengo, Rio de Janeiro","
        290 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 2.300,R$ 992,"
    R$ 3.200.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        240 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 3.087,R$ 7.885,"
    R$ 2.350.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        300 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.900,R$ 860,"
    R$ 3.500.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        268 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.600,R$ 9.300,"
    R$ 2.800.000
    /venda"
"Avenida Rui Barbosa, Flamengo","
        286 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.800,NULL,"
    R$ 2.750.000
    /venda"
